-0.048482586,0.83617496,10.077195
-0.060453594,0.83737206,10.084976
-0.051475335,0.801459,10.089765
-0.05267244,0.81642276,10.09575
-0.05805939,0.8499416,10.071808
-0.05327099,0.8355764,10.065823
-0.061650693,0.8343793,10.070012
-0.05566519,0.830788,10.072407
-0.032920275,0.82480246,10.069414
-0.062249243,0.8487445,10.075998
-0.049679685,0.8451532,10.077195
-0.05626374,0.830788,10.07121
-0.044891283,0.83138657,10.085575
-0.073023155,0.8242039,10.040085
-0.035314474,0.84455466,10.090961
-0.05626374,0.8379706,10.058042
-0.046686932,0.83856916,10.080787
-0.047884032,0.83976626,10.081984
-0.05746084,0.8206126,10.072407
-0.05686229,0.830788,10.102933
-0.050876785,0.85173726,10.087969
-0.05925649,0.84694886,10.060435
-0.040102877,0.83737206,10.073005
-0.05267244,0.8265981,10.05445
-0.044292733,0.83617496,10.076596
-0.054468088,0.83138657,10.059837
-0.061650693,0.8319851,10.0664215
-0.06344634,0.8379706,10.068216
-0.053869538,0.825401,10.1065235
-0.07062895,0.84934306,10.07121
-0.05566519,0.84096336,10.0825815
